genres,id,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,budget_decimal,Profit
Action|Sci-Fi|War,311,192.0,129.0,719.0,423.0,660.0,54700065.0,221521,2031,0.0,1049.0,1997.0,475.0,7.2,1.85,0,105000000.0,-50299935.0
Action|Sport,3665,25.0,95.0,17.0,255.0,592.0,7009668.0,8707,2000,6.0,36.0,2006.0,378.0,2.1,1.85,244,5600000.0,1409668.0
Action|Thriller,54252,5167.0,3158.0,38922.0,36040.0,251494.0,1627097958.0,3839455,459714,36.0,9479.0,60181.0,111719.0,175.9,60.21000000000002,459852,1439800000.0,261097958.0
Action|Thriller|Western,1561,63.0,107.0,0.0,159.0,29000.0,18636537.0,69197,29743,0.0,216.0,1995.0,165.0,6.4,1.85,0,32000000.0,-13363463.0
Action|War,703,178.0,116.0,84.0,563.0,11000.0,77086030.0,65297,14931,0.0,602.0,2000.0,919.0,6.6,2.35,0,62000000.0,15086030.0
Action|Western,1488,44.0,94.0,10.0,141.0,694.0,13264986.0,12077,1668,2.0,162.0,2001.0,605.0,6.0,1.85,433,35000000.0,-21735014.0
Adventure,7808,233.0,396.0,251.0,986.0,12039.0,134326572.0,382128,19582,3.0,1730.0,6023.0,5232.0,18.3,4.2,272,177000000.0,-42673428.0
Adventure|Animation,3249,8.0,85.0,0.0,196.0,1000.0,0.0,162,2259,0.0,2.0,2014.0,618.0,4.8,0.0,186,10000000.0,0.0
Adventure|Animation|Biography|Drama|Family|Fantasy|Musical,721,120.0,99.0,59.0,145.0,770.0,101217900.0,91093,1195,2.0,353.0,1998.0,263.0,7.0,1.85,0,70000000.0,31217900.0
Adventure|Animation|Comedy,2586,303.0,167.0,30.0,433.0,789.0,183132370.0,259836,3139,0.0,787.0,4016.0,449.0,10.3,2.35,90,100000000.0,108132370.0
Adventure|Animation|Comedy|Crime,2930,63.0,81.0,406.0,616.0,13000.0,63071133.0,42892,17035,0.0,154.0,1996.0,2000.0,6.8,1.85,0,12000000.0,51071133.0
Adventure|Animation|Comedy|Crime|Family,1296,335.0,87.0,0.0,563.0,13000.0,20999103.0,139114,24770,0.0,245.0,2009.0,11000.0,7.8,1.85,15000,40000000.0,-19000897.0
Adventure|Animation|Comedy|Drama|Family,1289,412.0,180.0,150.0,905.0,17579.0,220847494.0,287265,21824,0.0,536.0,4008.0,1289.0,13.9,3.7,0,195000000.0,25847494.0
Adventure|Animation|Comedy|Drama|Family|Fantasy,79,536.0,95.0,0.0,384.0,1000.0,356454367.0,345198,2944,1.0,773.0,2015.0,767.0,8.3,1.85,118000,175000000.0,181454367.0
Adventure|Animation|Comedy|Drama|Family|Fantasy|Musical,1285,34.0,86.0,7.0,795.0,10000.0,22717758.0,11156,14275,0.0,67.0,1998.0,908.0,6.2,1.85,0,40000000.0,-17282242.0
Adventure|Animation|Comedy|Drama|Family|Fantasy|Romance,793,98.0,85.0,0.0,82.0,11000.0,26288320.0,36144,11301,0.0,91.0,2003.0,102.0,6.7,1.66,880,60000000.0,-33711680.0
Adventure|Animation|Comedy|Drama|Family|Fantasy|Sci-Fi,444,180.0,85.0,255.0,443.0,1000.0,145771527.0,117212,3112,0.0,367.0,2002.0,533.0,7.2,1.66,0,80000000.0,65771527.0
Adventure|Animation|Comedy|Drama|Family|Musical,4534,83.0,165.0,17.0,376.0,994.0,126063034.0,17140,3487,0.0,145.0,4000.0,515.0,12.5,3.7,602,38000000.0,88063034.0
Adventure|Animation|Comedy|Family,21174,3605.0,2113.0,1416.0,22948.0,163547.0,2652268516.0,3063174,287351,4.0,4788.0,48201.0,64924.0,154.0,41.63000000000002,119250,1863000000.0,834268516.0
Adventure|Animation|Comedy|Family|Fantasy,19927,5393.0,2627.0,2315.0,34623.0,196772.0,3992613148.0,4522655,313336,29.0,7188.0,58208.0,44641.0,186.70000000000002,57.89000000000003,233259,2594000000.0,1275542810.0
Adventure|Animation|Comedy|Family|Fantasy|Music,819,161.0,179.0,43.0,1733.0,36000.0,218988744.0,32256,42523,0.0,109.0,4026.0,2000.0,9.4,3.7,0,165000000.0,53988744.0
Adventure|Animation|Comedy|Family|Fantasy|Musical,6265,468.0,272.0,184.0,1237.0,12971.0,440136350.0,446982,17958,0.0,1001.0,6003.0,1542.0,20.5,4.59,58329,177300000.0,265136350.0
Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance,1756,448.0,190.0,78.0,915.0,49799.0,418157481.0,555749,55006,1.0,631.0,4002.0,2553.0,15.8,3.18,29000,288000000.0,130157481.0
Adventure|Animation|Comedy|Family|Fantasy|Romance,1555,361.0,188.0,114.0,727.0,17692.0,486621655.0,360210,20661,2.0,585.0,4018.0,1304.0,14.5,4.2,18000,200000000.0,286621655.0
Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,8450,596.0,373.0,323.0,1244.0,54000.0,552981845.0,234573,59242,4.0,802.0,8048.0,2308.0,25.8,7.9,78665,485000000.0,67981845.0
Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi|Sport,467,46.0,88.0,30.0,366.0,13000.0,90443603.0,112167,15001,1.0,123.0,1996.0,967.0,6.3,1.77,0,80000000.0,10443603.0
Adventure|Animation|Comedy|Family|Musical,2266,561.0,260.0,229.0,475.0,12447.0,301841575.0,239431,14104,0.0,340.0,6036.0,870.0,20.7,6.550000000000001,19000,223000000.0,78841575.0
Adventure|Animation|Comedy|Family|Romance,4179,207.0,257.0,10.0,1746.0,3652.0,152382076.0,77432,10385,1.0,272.0,6010.0,2374.0,18.3,5.550000000000001,181,145000000.0,7382076.0
Adventure|Animation|Comedy|Family|Sci-Fi,4818,1221.0,626.0,228.0,2913.0,21441.0,693811713.0,558102,42614,7.0,1156.0,14066.0,13682.0,43.3,14.95,52191,682000000.0,11811713.0
Adventure|Animation|Comedy|Family|Sport,807,726.0,319.0,987.0,2008.0,18000.0,518528546.0,427455,26803,0.0,957.0,6030.0,2643.0,20.0,7.050000000000001,23000,455000000.0,63528546.0
Adventure|Animation|Comedy|Family|War,1471,93.0,76.0,2.0,72.0,1000.0,19447478.0,15788,1908,0.0,80.0,2005.0,766.0,5.6,1.85,538,35000000.0,-15552522.0
Adventure|Animation|Comedy|Family|Western,182,362.0,107.0,563.0,939.0,40000.0,123207194.0,183208,43291,0.0,337.0,2011.0,1000.0,7.2,2.35,26000,135000000.0,-11792806.0
Adventure|Animation|Comedy|Fantasy,1734,65.0,89.0,5.0,365.0,11000.0,0.0,3302,15795,0.0,14.0,2016.0,4000.0,7.5,1.85,13000,19000000.0,0.0
Adventure|Animation|Comedy|Fantasy|Music|Romance,1327,63.0,90.0,10.0,541.0,1000.0,0.0,15790,3243,0.0,40.0,2011.0,559.0,6.8,1.85,0,25000000.0,0.0
Adventure|Animation|Comedy|Fantasy|Romance,1317,41.0,94.0,0.0,379.0,795.0,511920.0,2458,2449,1.0,26.0,2008.0,754.0,4.4,1.85,211,40000000.0,-39488080.0
Adventure|Animation|Drama|Family|Fantasy,517,119.0,108.0,54.0,6000.0,12000.0,1339152.0,28276,30230,1.0,64.0,2015.0,11000.0,7.8,2.35,31000,81200000.0,-79860848.0
Adventure|Animation|Drama|Family|Fantasy|Musical|Mystery|Romance,903,78.0,94.0,383.0,753.0,4000.0,58297830.0,86347,6017,1.0,191.0,1997.0,808.0,7.1,2.35,0,50000000.0,8297830.0
Adventure|Animation|Drama|Family|History|Musical|Romance,840,92.0,84.0,12.0,752.0,23000.0,141600000.0,119675,26754,1.0,216.0,1995.0,2000.0,6.6,1.78,0,55000000.0,86600000.0
Adventure|Animation|Drama|Family|Musical,510,186.0,73.0,28.0,847.0,2000.0,422783777.0,644348,6458,0.0,656.0,1994.0,886.0,8.5,1.66,17000,45000000.0,377783777.0
Adventure|Animation|Family,11705,242.0,409.0,430.0,1941.0,16676.0,84166078.0,81216,37384,3.0,242.0,10036.0,13527.0,29.700000000000003,6.03,5453,119500000.0,-8333922.0
Adventure|Animation|Family|Fantasy,16562,1993.0,1151.0,18431.0,2404.0,92400.0,523052617.0,1608118,101954,3.0,2870.0,24091.0,3942.0,85.79999999999998,20.310000000000002,138243,815500000.0,-241447383.0
Adventure|Animation|Family|Fantasy|Musical,625,51.0,88.0,6.0,854.0,2000.0,8460990.0,5116,6946,1.0,54.0,2013.0,1000.0,5.6,0.0,5000,70000000.0,-61539010.0
Adventure|Animation|Family|Fantasy|Musical|War,363,143.0,88.0,7.0,484.0,2000.0,120618403.0,171792,4478,0.0,222.0,1998.0,500.0,7.5,1.66,12000,90000000.0,30618403.0
Adventure|Animation|Family|Musical,2186,85.0,72.0,0.0,384.0,3000.0,47887943.0,11634,4480,0.0,58.0,2003.0,455.0,5.4,1.85,227,20000000.0,27887943.0
Adventure|Animation|Family|Sci-Fi,375,548.0,193.0,538.0,1242.0,24000.0,261927443.0,790364,29915,0.0,1260.0,4010.0,1499.0,15.5,3.85,16000,320000000.0,-58072557.0
Adventure|Animation|Family|Sport,2131,82.0,106.0,195.0,0.0,20.0,0.0,6920,30,4.0,22.0,2013.0,10.0,6.7,2.35,0,22000000.0,0.0
Adventure|Animation|Family|Thriller,199,145.0,82.0,0.0,388.0,1000.0,137748063.0,38438,2945,1.0,241.0,2000.0,558.0,6.5,1.85,0,127500000.0,10248063.0
Adventure|Animation|Family|Western,474,106.0,83.0,21.0,495.0,13000.0,73215310.0,44143,14261,0.0,216.0,2002.0,503.0,7.0,2.35,4000,80000000.0,-6784690.0
Adventure|Animation|Fantasy,4056,179.0,219.0,6000.0,766.0,1007.0,2298191.0,221945,2939,1.0,577.0,4012.0,886.0,12.5,1.85,11161,2430000000.0,-2397701809.0
Adventure|Animation|Fantasy|Horror|Sci-Fi,3270,62.0,90.0,0.0,123.0,187.0,0.0,23516,646,0.0,147.0,1981.0,176.0,6.7,1.37,0,9300000.0,0.0
Adventure|Animation|Sci-Fi,1762,62.0,115.0,21.0,47.0,173.0,0.0,8227,386,0.0,28.0,2013.0,59.0,6.5,2.35,0,30000000.0,0.0
Adventure|Biography,1779,44.0,139.0,105.0,902.0,14000.0,31600000.0,34427,16125,1.0,126.0,1995.0,1000.0,6.9,2.35,0,28000000.0,3600000.0
Adventure|Biography|Crime|Drama|Western,699,40.0,212.0,759.0,812.0,2000.0,25052000.0,35314,5708,0.0,145.0,1994.0,925.0,6.6,2.35,0,63000000.0,-37948000.0
Adventure|Biography|Documentary|Drama,4591,31.0,91.0,9.0,9.0,53.0,287761.0,2482,86,1.0,16.0,2013.0,24.0,7.6,1.85,0,1000000.0,-712239.0
Adventure|Biography|Drama,8407,650.0,376.0,219.0,1473.0,30000.0,60950784.0,516226,34764,3.0,1097.0,6022.0,1745.0,21.799999999999997,6.550000000000001,114650,37000000.0,23950784.0
Adventure|Biography|Drama|History,3505,74.0,94.0,176.0,46.0,116.0,6165429.0,23486,312,1.0,249.0,2002.0,93.0,7.5,2.35,0,6000000.0,165429.0
Adventure|Biography|Drama|History|Sport|Thriller,694,361.0,121.0,175.0,221.0,963.0,43247140.0,134625,2131,0.0,265.0,2015.0,580.0,7.1,2.35,40000,55000000.0,-11752860.0
Adventure|Biography|Drama|History|War,6726,528.0,647.0,1029.0,511.0,12285.0,63734450.0,382684,14099,9.0,1233.0,7965.0,945.0,29.1,9.25,11000,495000000.0,-431265550.0
Adventure|Biography|Drama|Horror|Thriller,4727,235.0,79.0,9.0,7.0,48.0,30500882.0,42256,67,1.0,916.0,2003.0,10.0,5.7,1.85,0,500000.0,30000882.0
Adventure|Biography|Drama|Romance,3967,3.0,94.0,103.0,111.0,544.0,0.0,724,1150,1.0,15.0,2014.0,476.0,4.7,0.0,365,4000000.0,0.0
Adventure|Biography|Drama|Thriller,5481,828.0,337.0,155.0,469.0,34344.0,65200877.0,395522,37069,3.0,747.0,6018.0,906.0,22.1,6.050000000000001,87000,85000000.0,-19799123.0
Adventure|Biography|Drama|War,3187,198.0,120.0,0.0,294.0,23000.0,5484375.0,84641,24270,0.0,205.0,2006.0,342.0,7.3,1.85,0,10000000.0,-4515625.0
Adventure|Comedy,31263,1375.0,1344.0,22626.0,7798.0,45904.0,681071520.0,1005934,89899,44.0,2871.0,28024.0,21112.0,82.59999999999998,28.92000000000001,50605,326300000.0,354771520.0
Adventure|Comedy|Crime,1939,71.0,92.0,23.0,162.0,460.0,25590119.0,19699,1315,0.0,119.0,2001.0,442.0,4.8,1.85,387,21150000.0,4440119.0
Adventure|Comedy|Crime|Drama,1579,536.0,99.0,0.0,670.0,13000.0,59073773.0,475518,15082,0.0,644.0,2014.0,1000.0,8.1,1.37,149000,25000000.0,34073773.0
Adventure|Comedy|Crime|Drama|Family,1021,22.0,99.0,32.0,479.0,1000.0,16671505.0,33186,2949,1.0,78.0,1994.0,619.0,5.9,1.85,0,50000000.0,-33328495.0
Adventure|Comedy|Crime|Family|Musical,887,277.0,119.0,33.0,518.0,3000.0,51178893.0,24285,6089,4.0,110.0,2014.0,2000.0,6.4,1.85,10000,50000000.0,1178893.0
Adventure|Comedy|Crime|Family|Mystery,468,147.0,93.0,189.0,38.0,1000.0,82226474.0,65499,1267,0.0,424.0,2006.0,177.0,5.6,1.85,0,65000000.0,17226474.0
Adventure|Comedy|Crime|Music,1847,197.0,107.0,0.0,577.0,1000.0,45506619.0,225102,3066,3.0,862.0,2000.0,596.0,7.8,2.35,16000,26000000.0,19506619.0
Adventure|Comedy|Crime|Romance,1220,125.0,123.0,563.0,8000.0,24000.0,66808615.0,87351,43917,0.0,344.0,2001.0,11000.0,6.1,2.35,2000,34000000.0,32808615.0
Adventure|Comedy|Drama,20157,1452.0,843.0,825.0,3853.0,69551.0,220095632.0,730791,88458,13.0,2453.0,16037.0,6930.0,56.0,16.8,65480,189200000.0,30895632.0
Adventure|Comedy|Drama|Family,3561,14.0,108.0,208.0,689.0,876.0,24103594.0,6384,4840,0.0,54.0,1993.0,827.0,6.2,1.85,391,6500000.0,17603594.0
Adventure|Comedy|Drama|Family|Fantasy,3297,490.0,288.0,1515.0,1442.0,10000.0,99163003.0,98561,16404,2.0,543.0,6010.0,2396.0,14.999999999999998,5.550000000000001,19627,184000000.0,-84836997.0
Adventure|Comedy|Drama|Family|Mystery,2173,106.0,117.0,99.0,165.0,596.0,67325559.0,58222,1293,0.0,331.0,2003.0,265.0,7.1,1.85,0,20000000.0,47325559.0
Adventure|Comedy|Drama|Family|Romance,2163,100.0,91.0,67.0,597.0,2000.0,94497271.0,17829,4729,1.0,99.0,2008.0,641.0,3.7,2.35,0,20000000.0,74497271.0
Adventure|Comedy|Drama|Family|Sport,1638,73.0,102.0,7.0,521.0,984.0,49186871.0,12570,2910,0.0,86.0,2005.0,934.0,5.2,1.85,771,0.0,0.0
Adventure|Comedy|Drama|Fantasy,5369,258.0,251.0,503.0,852.0,15000.0,30651422.0,215334,18944,10.0,1200.0,3984.0,1092.0,14.4,4.7,10000,30000000.0,20651422.0
Adventure|Comedy|Drama|Fantasy|Musical,946,321.0,125.0,252.0,10000.0,40000.0,127997349.0,101178,62837,1.0,779.0,2014.0,11000.0,6.0,2.39,90000,50000000.0,77997349.0
Adventure|Comedy|Drama|Fantasy|Romance,360,362.0,114.0,0.0,423.0,3000.0,58229120.0,236421,5095,1.0,515.0,2013.0,806.0,7.3,2.35,70000,90000000.0,-31770880.0
Adventure|Comedy|Drama|Music,789,149.0,152.0,488.0,947.0,22000.0,32522352.0,207287,36897,1.0,822.0,2000.0,11000.0,7.9,1.85,15000,60000000.0,-27477648.0
Adventure|Comedy|Drama|Romance,11102,1127.0,440.0,729.0,1308.0,15156.0,134151316.0,520928,33456,7.0,1702.0,8025.0,14226.0,29.9,7.9,71000,50000000.0,84151316.0
Adventure|Comedy|Drama|Romance|Sci-Fi,3173,265.0,101.0,63.0,172.0,7000.0,6619173.0,87203,7747,2.0,221.0,2012.0,353.0,6.7,2.35,25000,10000000.0,-3380827.0
Adventure|Comedy|Drama|Romance|Thriller|War,1322,94.0,101.0,47.0,2.0,499.0,876671.0,22010,504,2.0,90.0,2007.0,3.0,6.9,2.35,0,25000000.0,-24123329.0
Adventure|Comedy|Family,18740,480.0,775.0,603.0,6318.0,28439.0,486807576.0,366065,55435,13.0,904.0,15973.0,8086.0,44.599999999999994,15.299999999999999,3592,222377800.0,265807576.0
Adventure|Comedy|Family|Fantasy,9975,1417.0,1210.0,27542.0,9872.0,210221.0,1010410346.0,969960,262107,22.0,3090.0,24054.0,33543.0,69.39999999999999,25.200000000000006,27237,1032000000.0,56410346.0
Adventure|Comedy|Family|Fantasy|Horror,5386,436.0,206.0,22.0,1086.0,4000.0,160043480.0,95956,10994,8.0,308.0,4030.0,2000.0,12.8,4.7,70000,116000000.0,44043480.0
Adventure|Comedy|Family|Fantasy|Horror|Mystery,1878,94.0,93.0,67.0,596.0,4000.0,84185387.0,33180,7800,0.0,149.0,2004.0,2000.0,4.9,1.85,567,80000000.0,4185387.0
Adventure|Comedy|Family|Fantasy|Musical,2513,44.0,73.0,11.0,142.0,1000.0,11634458.0,2045,2020,0.0,37.0,1999.0,436.0,5.8,1.85,339,17000000.0,-5365542.0
Adventure|Comedy|Family|Fantasy|Music|Sci-Fi,2037,70.0,87.0,25.0,611.0,1000.0,16290976.0,14637,3243,0.0,100.0,1999.0,670.0,6.2,1.85,619,24000000.0,-7709024.0
Adventure|Comedy|Family|Fantasy|Romance|Sport,965,117.0,101.0,23.0,541.0,660.0,66002004.0,36431,2177,1.0,168.0,2005.0,651.0,4.7,1.85,1000,50000000.0,16002004.0
Adventure|Comedy|Family|Fantasy|Sci-Fi,2290,118.0,190.0,18.0,1240.0,6000.0,46115877.0,54783,11146,3.0,345.0,4002.0,1623.0,9.4,3.7,916,87000000.0,-40884123.0
Adventure|Comedy|Family|Musical,4446,461.0,198.0,54.0,926.0,1970.0,165282922.0,100674,7009,3.0,344.0,3990.0,1076.0,14.8,3.7,26000,45000000.0,43625922.0
Adventure|Comedy|Family|Music|Romance,2632,66.0,94.0,13.0,566.0,925.0,42672630.0,27580,3423,1.0,172.0,2003.0,738.0,5.3,2.35,0,17000000.0,25672630.0
Adventure|Comedy|Family|Mystery|Sci-Fi,353,175.0,98.0,188.0,602.0,10000.0,250147615.0,403014,12998,0.0,289.0,1997.0,826.0,7.3,1.85,0,90000000.0,160147615.0
Adventure|Comedy|Family|Romance,6352,242.0,294.0,223.0,1738.0,4757.0,122128208.0,64028,12246,6.0,249.0,6022.0,2256.0,15.5,6.050000000000001,7271,78000000.0,44128208.0
Adventure|Comedy|Family|Romance|Sci-Fi,803,127.0,90.0,48.0,196.0,973.0,11802056.0,31640,1865,1.0,109.0,2008.0,400.0,4.9,1.85,791,60000000.0,-48197944.0
Adventure|Comedy|Family|Sci-Fi,1418,127.0,100.0,31.0,591.0,947.0,63939454.0,61321,2968,3.0,217.0,2005.0,742.0,6.2,2.35,0,35000000.0,28939454.0
Adventure|Comedy|Family|Sport,4313,106.0,197.0,258.0,1017.0,1726.0,150006955.0,89952,5412,2.0,197.0,3995.0,1394.0,12.0,3.7,0,50000000.0,100006955.0
Adventure|Comedy|Fantasy,7260,385.0,288.0,253.0,11779.0,21795.0,56209243.0,498248,50003,4.0,1098.0,5987.0,12252.0,18.7,6.36,32000,100129575.0,-43920332.0
Adventure|Comedy|Fantasy|Music|Sci-Fi,2199,43.0,93.0,12.0,636.0,18000.0,38037513.0,49680,20188,2.0,117.0,1991.0,769.0,6.2,1.85,0,20000000.0,18037513.0
Adventure|Comedy|Fantasy|Sci-Fi,6271,246.0,201.0,35.0,674.0,1578.0,42365600.0,70326,4240,2.0,363.0,3949.0,739.0,12.9,4.2,0,14000000.0,37365600.0
Adventure|Comedy|History,4534,30.0,121.0,62.0,69.0,883.0,0.0,8508,1371,1.0,56.0,1963.0,269.0,6.8,1.37,328,1000000.0,0.0
Adventure|Comedy|History|Romance,1366,21.0,97.0,2.0,217.0,4000.0,0.0,6691,4900,2.0,28.0,2007.0,476.0,4.8,1.85,366,38000000.0,0.0
Adventure|Comedy|Horror,4453,60.0,94.0,87.0,37.0,87.0,36830.0,3291,256,0.0,63.0,2004.0,70.0,6.6,1.85,400,1400000.0,-1363170.0
Adventure|Comedy|Horror|Sci-Fi,2049,445.0,88.0,181.0,11.0,15000.0,75590286.0,386217,28011,4.0,553.0,2009.0,13000.0,7.7,2.35,26000,23600000.0,51990286.0
Adventure|Comedy|Musical|Romance,3979,41.0,102.0,136.0,48.0,89.0,2956000.0,3258,282,0.0,54.0,1948.0,78.0,7.1,1.37,359,3700000.0,-744000.0
Adventure|Comedy|Music|Sci-Fi,3107,81.0,90.0,65.0,730.0,18000.0,40485039.0,85362,20795,6.0,181.0,1989.0,769.0,6.9,2.35,0,10000000.0,30485039.0
Adventure|Comedy|Mystery,2054,232.0,181.0,132.0,517.0,4506.0,211444617.0,108903,7621,6.0,673.0,4006.0,2316.0,10.8,4.2,0,103000000.0,108444617.0
Adventure|Comedy|Romance,6544,129.0,238.0,724.0,989.0,1704.0,8396942.0,78501,6273,2.0,168.0,3971.0,1192.0,13.4,3.7,573,21686585.0,-10603058.0
Adventure|Comedy|Romance|Sci-Fi,2874,47.0,84.0,2.0,690.0,15000.0,5002310.0,25541,18864,0.0,181.0,2001.0,816.0,5.6,2.35,0,13000000.0,-7997690.0
Adventure|Comedy|Sci-Fi,22967,1773.0,1134.0,12749.0,4739.0,93372.0,702070076.0,1914017,114617,19.0,4390.0,21976.0,8024.0,75.19999999999999,19.830000000000002,214710,344700000.0,356818268.0
Adventure|Comedy|Sci-Fi|Western,1202,111.0,118.0,0.0,690.0,1000.0,87666629.0,283480,3986,0.0,263.0,1990.0,869.0,7.4,1.37,0,40000000.0,47666629.0
Adventure|Comedy|Sport,4512,9.0,91.0,38.0,117.0,584.0,2850263.0,5061,1218,0.0,70.0,1993.0,399.0,6.2,1.85,0,2600000.0,250263.0
Adventure|Comedy|Western,3856,16.0,105.0,5.0,122.0,274.0,1391770.0,1592,793,6.0,14.0,2011.0,154.0,6.0,2.35,0,0.0,0.0
Adventure|Crime|Drama,4141,9.0,97.0,96.0,37.0,201.0,0.0,240,277,1.0,9.0,1988.0,39.0,6.2,1.85,37,3000000.0,0.0
Adventure|Crime|Drama|Mystery|Thriller,3028,101.0,114.0,335.0,14.0,585.0,10230.0,14437,679,0.0,26.0,2014.0,68.0,7.2,2.35,0,0.0,0.0
Adventure|Crime|Drama|Mystery|Western,2720,172.0,107.0,0.0,289.0,572.0,5023275.0,34194,1627,2.0,199.0,2005.0,324.0,7.5,2.35,0,15000000.0,-9976725.0
Adventure|Crime|Drama|Romance,2523,21.0,97.0,3.0,161.0,400.0,2315683.0,4081,805,0.0,28.0,1986.0,193.0,3.0,1.85,154,17000000.0,-14684317.0
Adventure|Crime|Drama|Thriller,3633,23.0,110.0,735.0,20.0,187.0,0.0,11623,297,2.0,50.0,1979.0,34.0,7.0,1.85,643,6000000.0,0.0
Adventure|Crime|Drama|Western,1053,295.0,122.0,446.0,600.0,23000.0,53574088.0,237872,33548,1.0,560.0,2007.0,8000.0,7.8,2.35,0,55000000.0,-1425912.0
Adventure|Crime|Mystery|Sci-Fi|Thriller,2239,86.0,96.0,24.0,374.0,646.0,28876924.0,4303,1780,0.0,35.0,2016.0,441.0,7.1,0.0,0,20000000.0,8876924.0
Adventure|Crime|Thriller,2990,2.0,100.0,55.0,212.0,3000.0,0.0,763,4277,0.0,10.0,1981.0,642.0,5.7,1.85,135,12000000.0,0.0
Adventure|Documentary,4939,5.0,72.0,0.0,0.0,0.0,4914.0,123,0,0.0,2.0,2015.0,0.0,7.0,0.0,215,150000.0,-145086.0
Adventure|Documentary|Drama|Sport,4272,121.0,106.0,162.0,3.0,21.0,4581222.0,26926,29,0.0,156.0,2003.0,5.0,8.1,1.85,0,0.0,0.0
Adventure|Documentary|Short,3611,9.0,42.0,0.0,0.0,844.0,7518876.0,172,844,0.0,5.0,2008.0,0.0,6.5,1.78,28,6000000.0,1518876.0
Adventure|Drama,40009,1163.0,1424.0,1767.0,9170.0,65474.0,131808355.0,595480,106149,19.0,1848.0,25974.0,23223.0,89.10000000000001,24.510000000000005,96017,171800000.0,-23580753.0
Adventure|Drama|Family,7456,290.0,424.0,407.0,1111.0,24727.0,122399868.0,73153,29779,1.0,506.0,8021.0,2229.0,27.9,8.9,14000,126660000.0,-4260132.0
Adventure|Drama|Family|Fantasy,5903,1353.0,503.0,8296.0,4732.0,53448.0,884746605.0,509917,97211,4.0,1990.0,10032.0,37780.0,37.0,10.25,168000,494000000.0,417746605.0
Adventure|Drama|Family|Fantasy|Sci-Fi,8607,138.0,254.0,260.0,102.0,1235.0,0.0,44247,1599,0.0,216.0,3908.0,106.0,14.4,2.74,0,10000000.0,0.0
Adventure|Drama|Family|Mystery,71,682.0,126.0,17000.0,1000.0,17000.0,73820094.0,245333,36017,0.0,678.0,2011.0,16000.0,7.5,1.85,42000,170000000.0,-96179906.0
Adventure|Drama|Family|Romance|Western,3723,18.0,102.0,18.0,75.0,492.0,0.0,5894,854,0.0,56.0,1982.0,155.0,7.3,2.35,0,3500000.0,0.0
Adventure|Drama|Fantasy,3557,808.0,350.0,13070.0,1314.0,13650.0,193187368.0,795778,19610,0.0,1633.0,6001.0,1682.0,21.3,5.57,148843,205000000.0,-11812632.0
Adventure|Drama|Fantasy|Mystery,3398,18.0,60.0,0.0,648.0,3000.0,0.0,22848,6034,0.0,85.0,0.0,788.0,8.3,16.0,18000,0.0,0.0
Adventure|Drama|Fantasy|Mystery|Thriller,594,39.0,45.0,0.0,160.0,898.0,0.0,49049,1430,0.0,110.0,0.0,372.0,7.5,16.0,14000,0.0,0.0
Adventure|Drama|Fantasy|Romance,1922,1236.0,484.0,1072.0,46000.0,84000.0,1181744593.0,776183,234941,11.0,2075.0,8043.0,68000.0,20.5,9.4,172000,358000000.0,823744593.0
Adventure|Drama|Fantasy|Thriller|Western,4890,5.0,105.0,7.0,494.0,814.0,0.0,146,2970,0.0,4.0,2015.0,755.0,4.0,0.0,244,250000.0,0.0
Adventure|Drama|History,14116,356.0,1020.0,4123.0,3530.0,50939.0,219971312.0,283535,65937,6.0,654.0,13991.0,4451.0,48.5,15.45,5845,317500000.0,114971312.0
Adventure|Drama|History|Romance,637,180.0,141.0,448.0,334.0,614.0,617840.0,52496,1829,2.0,172.0,2009.0,451.0,7.2,2.35,29000,70000000.0,-69382160.0
Adventure|Drama|History|Romance|Thriller|War,1794,31.0,145.0,13.0,278.0,10000.0,0.0,10266,11669,1.0,84.0,2006.0,1000.0,6.1,1.85,0,24000000.0,0.0
Adventure|Drama|History|Romance|War,463,198.0,154.0,333.0,16000.0,22000.0,95632614.0,118483,61110,3.0,674.0,2003.0,20000.0,7.2,2.35,0,79000000.0,16632614.0
Adventure|Drama|History|Thriller|War,3904,111.0,172.0,120.0,145.0,773.0,0.0,165638,1785,0.0,301.0,1963.0,742.0,8.3,2.35,8000,4000000.0,0.0
Adventure|Drama|History|War,3049,124.0,184.0,0.0,111.0,385.0,0.0,101627,1104,0.0,369.0,1975.0,293.0,8.1,1.66,0,11000000.0,0.0
Adventure|Drama|Horror|Mystery|Thriller,2253,173.0,95.0,83.0,206.0,991.0,17529157.0,49888,2173,0.0,220.0,2012.0,494.0,5.0,2.35,25000,20000000.0,-2470843.0
Adventure|Drama|Horror|Thriller,870,62.0,110.0,81.0,163.0,1000.0,38553833.0,46239,1752,0.0,155.0,1996.0,416.0,6.8,2.35,0,55000000.0,-16446167.0
